sample_id,source_file_id,row_id,label,label_name,condition_id,sensor_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_x,angle_y,angle_z
S00000180,file_0001,180,1,abnormal,condition_00,sensor_00,-0.4544,0.5167,0.3692,0.0081,0.0499,-1.6069,-0.2534,0.4884,-0.3
S00000181,file_0001,181,1,abnormal,condition_00,sensor_00,-0.4933,0.5265,0.3714,0.0248,0.0499,0.847,-0.2534,0.4905,-0.3
S00000182,file_0001,182,1,abnormal,condition_00,sensor_00,-0.571,0.5117,0.3714,0.0303,0.0499,-1.6069,-0.2534,0.4905,-0.3
S00000183,file_0001,183,1,abnormal,condition_00,sensor_00,-0.5127,0.497,0.3849,0.0415,0.0499,2.4829,-0.2536,0.4905,-0.3
S00000184,file_0001,184,1,abnormal,condition_00,sensor_00,-0.5127,0.4871,0.3827,0.0359,0.0499,0.029,-0.2536,0.4905,-0.3
S00000185,file_0001,185,1,abnormal,condition_00,sensor_00,-0.5905,0.5117,0.3714,0.0415,0.0062,-0.789,-0.2536,0.4905,-0.3
S00000186,file_0001,186,1,abnormal,condition_00,sensor_00,-0.571,0.5019,0.3759,0.0359,0.0499,0.029,-0.2536,0.4905,-0.3
S00000187,file_0001,187,1,abnormal,condition_00,sensor_00,-0.5127,0.4921,0.3827,0.0359,0.028,0.029,-0.2538,0.4905,-0.3
S00000188,file_0001,188,1,abnormal,condition_00,sensor_00,-0.4738,0.5167,0.3849,0.0137,0.0499,0.029,-0.2538,0.4905,-0.3
S00000189,file_0001,189,1,abnormal,condition_00,sensor_00,-0.5321,0.4921,0.3647,0.0359,0.028,0.029,-0.2538,0.4922,-0.3
S00000190,file_0001,190,1,abnormal,condition_00,sensor_00,-0.5127,0.4921,0.3849,0.047,0.0718,0.029,-0.254,0.4922,-0.3
S00000191,file_0001,191,1,abnormal,condition_00,sensor_00,-0.4738,0.4921,0.3917,0.0248,0.0499,0.029,-0.254,0.4922,-0.3
S00000192,file_0001,192,1,abnormal,condition_00,sensor_00,-0.571,0.497,0.3692,0.0359,0.0499,0.029,-0.254,0.4943,-0.3
S00000193,file_0001,193,1,abnormal,condition_00,sensor_00,-0.571,0.4921,0.3804,0.0359,0.0499,0.029,-0.2541,0.4943,-0.3
S00000194,file_0001,194,1,abnormal,condition_00,sensor_00,-0.4738,0.4921,0.3714,0.0359,0.0499,0.029,-0.2541,0.4943,-0.3
S00000195,file_0001,195,1,abnormal,condition_00,sensor_00,-0.5321,0.4921,0.3804,0.0359,0.028,0.029,-0.2541,0.4943,-0.3009
S00000196,file_0001,196,1,abnormal,condition_00,sensor_00,-0.5905,0.497,0.3737,0.0359,-0.0157,0.029,-0.2541,0.496,-0.3
S00000197,file_0001,197,1,abnormal,condition_00,sensor_00,-0.4738,0.497,0.3827,0.0359,0.0718,0.029,-0.2541,0.496,-0.3
S00000198,file_0001,198,1,abnormal,condition_00,sensor_00,-0.4933,0.497,0.3759,0.0359,0.0062,0.029,-0.2541,0.496,-0.3009
S00000199,file_0001,199,1,abnormal,condition_00,sensor_00,-0.5905,0.5019,0.3714,0.0303,0.0062,0.029,-0.2543,0.496,-0.3
S00000200,file_0001,200,1,abnormal,condition_00,sensor_00,-0.26,0.6938,0.3331,0.0359,0.0718,-1.6069,-0.2545,0.496,-0.3009
S00000201,file_0001,201,1,abnormal,condition_00,sensor_00,-0.4155,0.4133,0.3894,-0.0476,0.0062,0.847,-0.2564,0.4943,-0.3027
S00000202,file_0001,202,1,abnormal,condition_00,sensor_00,-0.5127,0.5462,0.3804,0.047,-0.0157,-1.6069,-0.2564,0.4943,-0.3027
S00000203,file_0001,203,1,abnormal,condition_00,sensor_00,-0.4738,0.4625,0.3804,0.0415,0.0499,-0.789,-0.2564,0.4943,-0.3017
S00000204,file_0001,204,1,abnormal,condition_00,sensor_00,-0.5127,0.5363,0.3782,0.0359,0.0499,0.029,-0.2564,0.4943,-0.3017
S00000205,file_0001,205,1,abnormal,condition_00,sensor_00,-0.4738,0.4871,0.3827,0.0359,0.1374,1.6649,-0.2564,0.4943,-0.3017
S00000206,file_0001,206,1,abnormal,condition_00,sensor_00,-0.5127,0.5019,0.3872,0.0415,0.0062,2.4829,-0.2564,0.4943,-0.3017
S00000207,file_0001,207,1,abnormal,condition_00,sensor_00,-0.5127,0.5117,0.3692,0.0359,0.0062,0.029,-0.2562,0.4943,-0.3017
S00000208,file_0001,208,1,abnormal,condition_00,sensor_00,-0.5321,0.4773,0.3782,0.0248,0.0499,0.029,-0.2562,0.496,-0.3017
S00000209,file_0001,209,1,abnormal,condition_00,sensor_00,-0.5321,0.5019,0.3849,0.0526,0.0062,0.029,-0.2562,0.496,-0.3017
S00000210,file_0001,210,1,abnormal,condition_00,sensor_00,-0.5321,0.5117,0.3804,0.0359,0.0936,0.029,-0.2562,0.4981,-0.3009
S00000211,file_0001,211,1,abnormal,condition_00,sensor_00,-0.4933,0.5216,0.3804,0.0303,0.0718,0.029,-0.2562,0.4981,-0.3009
S00000212,file_0001,212,1,abnormal,condition_00,sensor_00,-0.5321,0.497,0.3804,0.047,0.0718,0.029,-0.2562,0.4981,-0.3009
S00000213,file_0001,213,1,abnormal,condition_00,sensor_00,-0.4544,0.4724,0.3737,0.0526,0.0718,0.029,-0.256,0.4998,-0.3009
S00000214,file_0001,214,1,abnormal,condition_00,sensor_00,-0.4738,0.4871,0.3692,1.0368,0.925,0.029,-0.2463,0.5036,-0.2897
S00000215,file_0001,215,1,abnormal,condition_00,sensor_00,-0.5321,0.4527,0.3511,1.0647,1.0348,0.029,-0.2285,0.515,-0.2691
S00000216,file_0001,216,1,abnormal,condition_00,sensor_00,-0.6099,0.6003,0.3106,1.0479,1.0348,0.029,-0.2098,0.5247,-0.2486
S00000217,file_0001,217,1,abnormal,condition_00,sensor_00,-0.4738,0.5117,0.3376,0.0692,0.0718,0.029,-0.2019,0.5285,-0.24
S00000218,file_0001,218,1,abnormal,condition_00,sensor_00,-0.4933,0.5363,0.3061,0.0526,0.0062,0.029,-0.2008,0.5285,-0.24
S00000219,file_0001,219,1,abnormal,condition_00,sensor_00,-0.5905,0.5314,0.3061,0.047,0.0499,0.029,-0.2002,0.5302,-0.2391
S00000220,file_0001,220,1,abnormal,condition_00,sensor_00,-0.4933,0.5265,0.3196,0.0303,0.0718,0.029,-0.1998,0.5302,-0.2391
S00000221,file_0001,221,1,abnormal,condition_00,sensor_00,-0.5321,0.5167,0.3219,0.0359,0.0499,0.029,-0.1995,0.5302,-0.2391
S00000222,file_0001,222,1,abnormal,condition_00,sensor_00,-0.571,0.5167,0.3129,0.0359,0.0499,0.029,-0.1995,0.5302,-0.2391
S00000223,file_0001,223,1,abnormal,condition_00,sensor_00,-0.5905,0.5314,0.3106,0.0248,0.028,0.029,-0.1993,0.5323,-0.2391
S00000224,file_0001,224,1,abnormal,condition_00,sensor_00,-0.5516,0.5216,0.3084,0.0192,0.0499,0.029,-0.1993,0.5323,-0.2391
S00000225,file_0001,225,1,abnormal,condition_00,sensor_00,-0.571,0.5167,0.3219,0.0359,0.0499,0.029,-0.1993,0.5323,-0.2391
S00000226,file_0001,226,1,abnormal,condition_00,sensor_00,-0.5321,0.5314,0.3129,0.0359,-0.0157,0.029,-0.1991,0.5323,-0.24
S00000227,file_0001,227,1,abnormal,condition_00,sensor_00,-0.5127,0.5216,0.3038,0.0303,0.0718,0.029,-0.1993,0.5323,-0.2391
S00000228,file_0001,228,1,abnormal,condition_00,sensor_00,-0.5321,0.5314,0.3174,0.0359,0.0499,0.029,-0.1995,0.534,-0.24
S00000229,file_0001,229,1,abnormal,condition_00,sensor_00,-0.6682,0.4822,0.3174,0.0415,-0.0157,0.029,-0.1995,0.534,-0.24
S00000230,file_0001,230,1,abnormal,condition_00,sensor_00,-0.5321,0.5314,0.3106,0.0303,0.0062,0.029,-0.1997,0.534,-0.24
S00000231,file_0001,231,1,abnormal,condition_00,sensor_00,-0.5321,0.5265,0.3151,0.0359,0.0499,0.029,-0.1998,0.534,-0.24
S00000232,file_0001,232,1,abnormal,condition_00,sensor_00,-0.5905,0.5363,0.3061,0.0192,0.0499,0.029,-0.2,0.534,-0.2408
S00000233,file_0001,233,1,abnormal,condition_00,sensor_00,-0.571,0.5314,0.3241,0.0192,0.0499,0.029,-0.2002,0.534,-0.2408
S00000234,file_0001,234,1,abnormal,condition_00,sensor_00,-0.5127,0.5265,0.3151,0.0359,0.0062,0.029,-0.2002,0.534,-0.2408
S00000235,file_0001,235,1,abnormal,condition_00,sensor_00,-0.7849,0.0148,0.4097,0.3862,0.4439,0.029,-0.1989,0.5361,-0.24
S00000236,file_0001,236,1,abnormal,condition_00,sensor_00,-0.4738,0.4478,0.3264,0.5641,0.6407,1.6649,-0.1894,0.5417,-0.2288
S00000237,file_0001,237,1,abnormal,condition_00,sensor_00,-0.4933,0.6003,0.2813,0.6531,0.5751,-2.4249,-0.1789,0.5455,-0.2159
S00000238,file_0001,238,1,abnormal,condition_00,sensor_00,-0.6099,0.5314,0.2475,0.6365,0.6626,0.847,-0.1682,0.5513,-0.203
S00000239,file_0001,239,1,abnormal,condition_00,sensor_00,-0.571,0.5905,0.2611,0.6365,0.6407,0.029,-0.1571,0.5569,-0.1911
S00000240,file_0001,240,1,abnormal,condition_00,sensor_00,-0.5127,0.5462,0.252,0.6365,0.597,-2.4249,-0.1461,0.5628,-0.1781
S00000241,file_0001,241,1,abnormal,condition_00,sensor_00,-0.4933,0.5659,0.2228,0.6254,0.6189,0.029,-0.1351,0.5683,-0.1653
S00000242,file_0001,242,1,abnormal,condition_00,sensor_00,-0.571,0.6347,0.2138,0.6142,0.597,-0.789,-0.1238,0.5721,-0.1524
S00000243,file_0001,243,1,abnormal,condition_00,sensor_00,-0.5127,0.5806,0.2115,0.5976,0.597,-0.789,-0.1128,0.578,-0.1395
S00000244,file_0001,244,1,abnormal,condition_00,sensor_00,-0.4544,0.5363,0.2092,0.6309,0.6626,0.029,-0.1017,0.5818,-0.1275
S00000245,file_0001,245,1,abnormal,condition_00,sensor_00,-0.4349,0.6446,0.1755,0.592,0.6189,-0.789,-0.0908,0.5873,-0.1147
S00000246,file_0001,246,1,abnormal,condition_00,sensor_00,-0.6682,0.6347,0.1417,0.6476,0.6845,0.029,-0.0798,0.5911,-0.1017
S00000247,file_0001,247,1,abnormal,condition_00,sensor_00,-0.6099,0.6151,0.1665,0.5976,0.6189,0.029,-0.0687,0.5949,-0.0889
S00000248,file_0001,248,1,abnormal,condition_00,sensor_00,-0.6099,0.6052,0.1484,0.6476,0.597,0.029,-0.0573,0.5987,-0.0769
S00000249,file_0001,249,1,abnormal,condition_00,sensor_00,-0.5321,0.5659,0.1372,0.6476,0.6626,0.029,-0.0459,0.6025,-0.0641
S00000250,file_0001,250,1,abnormal,condition_00,sensor_00,-0.7266,0.5314,0.1169,1.0702,1.0348,0.029,-0.0309,0.6063,-0.046
S00000251,file_0001,251,1,abnormal,condition_00,sensor_00,-0.8238,0.5659,0.1011,1.2704,1.2534,0.029,-0.0099,0.6119,-0.0219
S00000252,file_0001,252,1,abnormal,condition_00,sensor_00,-0.7849,0.5462,0.0606,1.3037,1.2534,0.029,0.0125,0.6178,0.0047
S00000253,file_0001,253,1,abnormal,condition_00,sensor_00,-0.7266,0.6052,0.0403,1.3093,1.3191,0.029,0.0354,0.6216,0.0304
S00000254,file_0001,254,1,abnormal,condition_00,sensor_00,-0.7266,0.6544,-0.007,1.3037,1.3191,0.029,0.0586,0.6254,0.057
S00000255,file_0001,255,1,abnormal,condition_00,sensor_00,-0.6488,0.6298,-0.0205,1.2815,1.3191,0.029,0.082,0.6292,0.0836
S00000256,file_0001,256,1,abnormal,condition_00,sensor_00,-0.7266,0.5314,-0.0318,1.2815,1.2316,0.029,0.1058,0.633,0.1103
S00000257,file_0001,257,1,abnormal,condition_00,sensor_00,-0.6294,0.6495,-0.0971,1.2926,1.2534,0.029,0.13,0.6347,0.1368
S00000258,file_0001,258,1,abnormal,condition_00,sensor_00,-0.5516,0.6692,-0.0948,1.2648,1.2534,0.029,0.1539,0.6368,0.1634
S00000259,file_0001,259,1,abnormal,condition_00,sensor_00,-0.6488,0.6839,-0.1421,1.2815,1.1878,0.029,0.1777,0.6368,0.19
S00000260,file_0001,260,1,abnormal,condition_00,sensor_00,-0.4738,0.7085,-0.1737,1.2593,1.2316,0.029,0.2015,0.6368,0.2167
S00000261,file_0001,261,1,abnormal,condition_00,sensor_00,-0.4738,0.62,-0.1691,1.237,1.2316,0.029,0.2247,0.6368,0.2432
S00000262,file_0001,262,1,abnormal,condition_00,sensor_00,-0.7071,0.6397,-0.2142,1.3037,1.2753,0.029,0.2474,0.6347,0.269
S00000263,file_0001,263,1,abnormal,condition_00,sensor_00,-0.6877,0.5708,-0.2322,1.2593,1.2097,0.029,0.2698,0.633,0.2948
S00000264,file_0001,264,1,abnormal,condition_00,sensor_00,-0.6294,0.6101,-0.2547,1.2648,1.2972,0.029,0.2921,0.6309,0.3204
S00000265,file_0001,265,1,abnormal,condition_00,sensor_00,-0.571,0.5954,-0.2885,1.2482,1.2972,0.029,0.3141,0.6271,0.3462
S00000266,file_0001,266,1,abnormal,condition_00,sensor_00,-0.6682,0.556,-0.3156,1.2926,1.2534,0.029,0.336,0.6233,0.372
S00000267,file_0001,267,1,abnormal,condition_00,sensor_00,-0.571,0.6101,-0.3561,1.2593,1.1441,0.029,0.3577,0.6195,0.3977
S00000268,file_0001,268,1,abnormal,condition_00,sensor_00,-0.571,0.6397,-0.3966,1.2537,1.2534,0.029,0.3803,0.6139,0.4235
S00000269,file_0001,269,1,abnormal,condition_00,sensor_00,-0.4544,0.62,-0.4079,1.2704,1.2753,0.029,0.403,0.6081,0.4501
S00000270,file_0001,270,1,abnormal,condition_00,sensor_00,-0.4349,0.6397,-0.4575,1.2593,1.2097,0.029,0.4257,0.6005,0.4749
S00000271,file_0001,271,1,abnormal,condition_00,sensor_00,-0.2988,0.5954,-0.471,1.2704,1.2097,0.029,0.4487,0.5932,0.5015
S00000272,file_0001,272,1,abnormal,condition_00,sensor_00,-0.4544,0.6298,-0.5025,1.2704,1.2753,0.029,0.4716,0.5856,0.5273
S00000273,file_0001,273,1,abnormal,condition_00,sensor_00,-0.4738,0.6593,-0.5543,1.2537,1.2316,0.029,0.4946,0.578,0.554
S00000274,file_0001,274,1,abnormal,condition_00,sensor_00,-0.571,0.6544,-0.5813,1.326,1.3191,0.029,0.5178,0.5683,0.5796
S00000275,file_0001,275,1,abnormal,condition_00,sensor_00,-0.4349,0.6889,-0.6106,1.2482,1.2316,0.029,0.5409,0.5569,0.6054
S00000276,file_0001,276,1,abnormal,condition_00,sensor_00,-0.4738,0.6249,-0.6309,1.326,1.2097,0.029,0.5644,0.5455,0.6319
S00000277,file_0001,277,1,abnormal,condition_00,sensor_00,-0.746,0.6151,-0.6624,1.3371,1.3628,0.029,0.5875,0.534,0.6577
S00000278,file_0001,278,1,abnormal,condition_00,sensor_00,-0.6488,0.6347,-0.6872,1.3093,1.3191,0.029,0.6103,0.5226,0.6835
S00000279,file_0001,279,1,abnormal,condition_00,sensor_00,-0.6877,0.4625,-0.6737,1.3093,1.3409,-0.789,0.633,0.5112,0.7083
S00000280,file_0001,280,1,abnormal,condition_00,sensor_00,-0.7655,0.4232,-0.6849,1.3482,1.4065,-1.6069,0.656,0.4981,0.7341
S00000281,file_0001,281,1,abnormal,condition_00,sensor_00,-0.7266,0.374,-0.7075,1.3593,1.3409,-2.4249,0.6793,0.4846,0.7599
S00000282,file_0001,282,1,abnormal,condition_00,sensor_00,-0.6488,0.3445,-0.7345,1.3315,1.3847,-2.4249,0.7021,0.4714,0.7857
S00000283,file_0001,283,1,abnormal,condition_00,sensor_00,-0.6099,0.3199,-0.7593,1.3371,1.3191,-2.4249,0.7253,0.4562,0.8105
S00000284,file_0001,284,1,abnormal,condition_00,sensor_00,-0.5516,0.3051,-0.7908,1.3093,1.2972,-1.6069,0.7482,0.441,0.8363
S00000285,file_0001,285,1,abnormal,condition_00,sensor_00,-0.4544,0.251,-0.7953,1.237,1.2534,1.6649,0.7712,0.4241,0.8611
S00000286,file_0001,286,1,abnormal,condition_00,sensor_00,-0.2794,0.1378,-0.7998,1.2926,1.2753,0.029,0.7946,0.4068,0.8869
S00000287,file_0001,287,1,abnormal,condition_00,sensor_00,-0.1239,0.1181,-0.8381,1.2482,1.1878,0.029,0.8178,0.3877,0.9127
S00000288,file_0001,288,1,abnormal,condition_00,sensor_00,-0.2988,0.1329,-0.8674,1.2593,1.2316,-0.789,0.8411,0.3708,0.9375
S00000289,file_0001,289,1,abnormal,condition_00,sensor_00,-0.085,0.1673,-0.8989,1.2482,1.166,0.029,0.8643,0.3518,0.9616
S00000290,file_0001,290,1,abnormal,condition_00,sensor_00,0.1289,0.251,-0.953,1.1869,1.1222,-0.789,0.8877,0.3307,0.9864
S00000291,file_0001,291,1,abnormal,condition_00,sensor_00,-0.085,0.2018,-0.971,1.2537,1.1878,1.6649,0.9109,0.312,1.0113
S00000292,file_0001,292,1,abnormal,condition_00,sensor_00,-0.0072,0.1969,-0.9958,1.1703,1.1441,-1.6069,0.9342,0.2909,1.0363
S00000293,file_0001,293,1,abnormal,condition_00,sensor_00,0.1289,0.2067,-1.0498,1.2203,1.1004,0.029,0.9574,0.2681,1.0611
S00000294,file_0001,294,1,abnormal,condition_00,sensor_00,0.0122,0.2756,-1.0814,1.2426,1.1441,-3.2429,0.9804,0.2473,1.086
S00000295,file_0001,295,1,abnormal,condition_00,sensor_00,-0.2794,0.5855,-1.1467,0.5197,0.5314,0.847,0.9999,0.2262,1.1066
S00000296,file_0001,296,1,abnormal,condition_00,sensor_00,-0.1628,0.187,-1.1039,0.0692,0.0718,0.029,1.0003,0.2245,1.1083
S00000297,file_0001,297,1,abnormal,condition_00,sensor_00,-0.2405,0.2067,-1.1039,0.047,0.0718,-4.8788,0.9999,0.2245,1.1092
S00000298,file_0001,298,1,abnormal,condition_00,sensor_00,-0.1628,0.1575,-1.0814,0.0359,0.0499,0.029,0.9993,0.2245,1.1092
S00000299,file_0001,299,1,abnormal,condition_00,sensor_00,-0.1628,0.2362,-1.0971,0.047,0.0499,0.847,0.9997,0.2321,1.1144
